"","UTLAname","mean_week_spend","se_week_spend","median_week_spend","se_median_week_spend","sample_tkit","upshift"
"619","Brighton and Hove",50.061400325332,1.1058786040027,33.9867926347248,1.38566589081539,377,5
"620","Bristol",49.6405352824621,2.02668592192562,35.2827456092773,2.5394374601728,104,5
"621","Bromley",60.2172010037479,2.58857476612319,50.9127012780706,3.24348418195236,62,5
"622","Buckinghamshire UA",56.2902884834915,1.59639884479339,43.2712134849849,2.00028775252612,103,5
"623","Bury",60.4035204477489,2.6827329364445,47.4573723413802,3.36146436936496,83,5
"624","Calderdale",64.4005736308304,3.78046799782644,50.9531724237607,4.73692640127653,51,5
"625","Cambridgeshire",56.2609228211428,0.879171336316078,45.7274977955825,1.10160168440405,394,5
"626","Camden",55.8051759314462,2.52428483776571,53.1081787729536,3.16292890172044,52,5
"627","Central Bedfordshire",65.7347865654043,2.52925864231311,54.4697860690375,3.16916107881833,60,5
"628","Cheshire East",76.1461266563422,6.53364171189288,38.2452809720113,8.18665306500178,15,5
"629","Cheshire West and Chester",38.877199479008,3.20509969235832,25.4361471861472,4.01598991452497,15,5
"630","City of London",NA,0,NA,0,0,5
"631","Cornwall",48.5546770867618,0.897640077249889,36.628051948052,1.12474301679411,453,5
"632","County Durham",57.5475910678109,2.2371016276123,51.7763254516082,2.80308833939822,85,5
"633","Coventry",61.6991425347396,5.94269482528369,36.3755829240319,7.44619661608047,20,5
"634","Croydon",60.2923147789959,1.81843155142604,45.5693397707646,2.27849473393682,146,5
"635","Cumbria",62.002418509011,0.918607416590156,53.6394066184861,1.15101509298747,487,5
"636","Darlington",77.4143934535937,3.89971389911508,60.3360277986805,4.88634151559119,48,5
"637","Derby",58.1231903022751,1.85029475344751,38.4594545454545,2.31841932606973,181,5
"638","Derbyshire",63.4519926158696,1.58360869789708,52.3123781928563,1.98426169846504,262,5
"639","Devon",46.7685568981478,1.19379942462695,32.2375981101882,1.49583067905757,183,5
"640","Doncaster",78.7901310363034,1.57104222082493,63.2764964551736,1.96851590269363,329,5
"641","Dorset",50.3586708562678,2.38141585804354,34.9827112434165,2.98391407012856,61,5
"642","Dudley",54.0635621404277,2.28584286127319,42.8142782789729,2.86416110517531,83,5
"643","Ealing",59.308121723879,2.17582440766238,42.1308578745198,2.72630798280097,93,5
"644","East Riding of Yorkshire",67.656260831848,2.83327096417331,60.4708404802744,3.55008851810916,49,5
"645","East Sussex",53.357420865079,1.2354205948061,38.7584515027426,1.54798200529204,234,5
"646","Enfield",61.2400006438886,1.61274894689676,41.4984154291923,2.02077443046164,203,5
"647","Essex",68.0265720470106,0.884506569507671,53.7744051250763,1.10828673159311,595,5
"648","Gateshead",53.6197965961489,3.92975867548785,49.3576162030988,4.92398762038628,15,5
"649","Gloucestershire",59.2797251070676,0.936940908905499,50.9127012780706,1.17398695885859,315,5
"650","Greenwich",64.6237199130556,2.29227519385893,46.8560606060606,2.87222081790524,133,5
"651","Hackney",48.9836602572333,1.65186086026549,33.7772914282426,2.06978165791266,178,5
"652","Halton",98.3756947951926,6.8900380383744,93.7121212121212,8.63321766208313,31,5
"653","Hammersmith and Fulham",55.5658228419188,2.2030721333001,32.1836439710917,2.76044938302503,103,5
"654","Hampshire",65.632353036849,1.55793390726394,53.5821323967235,1.95209118580172,154,5
"655","Haringey",46.2111194144358,1.61183543246857,33.5949113779302,2.01962979688312,159,5
"656","Harrow",69.9269793587007,2.62173549766622,50.8722943722944,3.28503457857578,67,5
"657","Hartlepool",80.3369478100107,6.81411455681718,33.6654889228419,8.53808553969193,26,5
"658","Havering",88.9446193559726,4.23141291287385,71.2845761889356,5.30196037983093,39,5
"659","Herefordshire",67.5532166622916,3.31808742038986,56.9337679218528,4.15756353774849,26,5
"660","Hertfordshire",54.7268030645329,1.23575410418899,47.2714472783386,1.5483998925488,192,5
"661","Hillingdon",65.089505408216,4.22433259754477,56.7604351831765,5.29308874472359,26,5
"662","Hounslow",64.1411982472756,2.81527507802251,42.5179523007528,3.5275396727622,38,5
"663","Isle of Wight",69.2412909239321,3.03147474586434,57.7989999180261,3.79843785656802,35,5
"664","Isles of Scilly",NA,0,NA,0,0,5
"665","Islington",56.5783304991022,2.68365659350765,39.0116189989786,3.36262171166508,65,5
"666","Kensington and Chelsea",58.9435114502776,6.59336174274876,34.865614302016,8.26148226366419,21,5
"667","Kent",60.7917522377541,0.993043194468215,49.1180773249739,1.24428312266867,409,5
"668","Kingston upon Hull",68.6331376670158,3.84737771247143,53.729330183647,4.82076427372671,83,5
"669","Kingston upon Thames",43.263738039383,8.53867313636969,29.6145697218593,10.6989574398712,9,5
"670","Kirklees",59.0717566715221,1.607835321713,53.729330183647,2.01461765810639,159,5
"671","Knowsley",69.0013759967197,3.25949318633724,51.462249614792,4.08414496248057,69,5
"672","Lambeth",56.7124505520288,1.95170102696553,48.5114495747875,2.4454813867878,136,5
"673","Lancashire",60.8668140689677,0.780548221938855,48.0503050358732,0.978026922089385,830,5
"674","Leeds",50.2107112000394,1.05225252898,33.5949113779302,1.31847241881194,331,5
"675","Leicester",51.9812944531343,1.1312700242098,42.9332550009299,1.41748134033488,158,5
"676","Leicestershire",72.5335949567632,1.62909407887494,53.5497835497836,2.0412548808303,169,5
"677","Lewisham",54.9380808574086,1.38771337649976,40.1623376623377,1.7388048607542,225,5
"678","Lincolnshire",55.2710942480053,1.28749559112362,43.0719129090033,1.61323197567789,252,5
"679","Liverpool",63.4539623217621,1.13686709205954,47.0855222152969,1.4244944663506,421,5
"680","Luton",77.2071911048882,4.79295235907707,57.1997799938308,6.00556930592357,58,5
"681","Manchester",37.6659030697792,1.03320747802252,25.8881627258041,1.29460896996222,405,5
"682","Medway",73.5568012700696,2.82100501155392,60.3855100374519,3.53471927947707,80,5
"683","Merton",48.7278411285418,3.20063252972846,34.2044241777433,4.01039255974976,21,5
"684","Middlesbrough",79.8892866832984,2.11768783039853,62.7806962870626,2.65346285148936,173,5
"685","Milton Keynes",64.6998843293184,1.68749223188428,50.9127012780706,2.114427766551,173,5
"686","Newcastle upon Tyne",77.7041639362789,2.37101794883726,61.3975966562174,2.97088548989309,157,5
"687","Newham",72.7970626363931,0.74288741427824,68.0746504981849,0.930837930090634,581,5
"688","Norfolk",52.7409258457073,1.14693052688833,38.2452809720113,1.43710395019108,249,5
"689","North East Lincolnshire",63.8986339827522,1.17421369206207,50.1839290270993,1.47128975615377,476,5
"690","North Lincolnshire",65.6571229838325,1.95185537548367,60.0741245633467,2.44567478548104,135,5
"691","North Somerset",42.3678380277262,4.08918525499437,46.0645733104138,5.12374912450794,6,5
"692","North Tyneside",70.0500115015429,2.82451507099472,54.5638393972061,3.53911738395639,70,5
"693","North Yorkshire",62.8726127761139,1.71341656043308,50.9127012780706,2.14691095022265,133,5
"694","Northamptonshire",67.1670246485747,1.15793165719102,58.378042722305,1.45088836646035,339,5
"695","Northumberland",68.6728382734485,3.23028973227869,53.3635918440032,4.0475530345452,59,5
"696","Nottingham",62.8632579877178,3.25642681086675,43.9704007174183,4.08030279401604,62,5
"697","Nottinghamshire",67.404247164862,1.03174420023177,51.797253634895,1.29277548289041,390,5
"698","Oldham",77.389704781547,4.2437381655704,54.4935835871213,5.31740392145971,30,5
"699","Oxfordshire",60.6209921472723,1.66945175179234,55.4014882132748,2.0918230449958,76,5
"700","Peterborough",44.7537808091608,3.15100259451153,30.0370622816733,3.94820625092294,57,5
"701","Plymouth",49.7320900190723,1.45157764846301,32.6758322391288,1.81882679352415,241,5
"702","Portsmouth",71.5661267419746,3.44167871940428,63.7421349533521,4.31242343541356,57,5
"703","Reading",0,0,0,0,1,5
"704","Redbridge",63.5241494436201,2.21828234112399,65.0233753008702,2.77950777342836,70,5
"705","Redcar and Cleveland",71.788523954963,2.06999703889134,60.0741245633467,2.59370628973085,131,5
"706","Richmond upon Thames",58.779597840615,3.65515720191507,52.2558504953902,4.57991197399958,12,5
"707","Rochdale",56.2821241379761,1.64689006559145,45.8943371664135,2.06355325218609,173,5
"708","Rotherham",56.0634507945558,3.4927314380077,41.2140556985767,4.37639249182364,42,5
"709","Rutland",75.488244270999,6.64068178511038,39.0783046229394,8.32077427674331,12,5
"710","Salford",87.8952665501997,6.01643054834967,64.6367645901552,7.53858747708214,30,5
"711","Sandwell",72.0330330027521,2.36210653833112,61.2216723104975,2.9597194925289,173,5
"712","Sefton",80.3357154088562,1.82996201833016,76.995904995905,2.29294240896769,171,5
"713","Sheffield",53.7652886137662,1.42031351584986,39.8956997359487,1.77965283535987,219,5
"714","Shropshire",65.7382073447635,2.70720583724316,57.0276609511485,3.39212891406568,67,5
"715","Slough",59.5928598240613,3.11310395856637,45.604096298958,3.90071926008366,49,5
"716","Solihull",78.6776954425886,2.51654732961768,63.9711486118672,3.15323380401095,69,5
"717","Somerset",50.2380881046794,2.0043933998157,32.0175279266188,2.51150492996907,97,5
"718","South Gloucestershire",58.6252067858336,4.12065630175326,43.2323005232178,5.16318234609684,29,5
"719","South Tyneside",54.7358726652924,4.05059919280076,46.0127489826895,5.07540078857935,18,5
"720","Southampton",54.9708954997715,2.71139214499204,31.9537161641946,3.39737435767503,58,5
"721","Southend-on-Sea",68.7387472602529,1.92754125004923,52.2192186632105,2.41520918631169,167,5
"722","Southwark",47.6867602950194,2.01550012310514,38.184525958553,2.52542165425074,107,5
"723","St. Helens",75.6774985634821,3.50272706228736,56.9488468096563,4.38891700904607,63,5
"724","Staffordshire",56.3795427516487,1.97423182310408,41.5332680213933,2.47371247434942,130,5
"725","Stockport",88.6959523392488,6.68214917050164,61.9971825610632,8.37273291063855,38,5
"726","Stockton-on-Tees",73.657477206643,2.19806318716884,55.2578369905956,2.75417317352256,150,5
"727","Stoke-on-Trent",61.0087664714063,2.64579391430496,50.9127012780706,3.31517977462412,83,5
"728","Suffolk",61.4929225296102,1.91670112227942,49.1557445621863,2.40162650621611,140,5
"729","Sunderland",72.0005509693859,3.11054913729529,63.8437160449113,3.897518069031,58,5
"730","Surrey",73.8840956654534,1.41980032105348,56.2272727272727,1.77900980228002,195,5
"731","Sutton",74.8537019785623,3.12009165480616,81.6895805978219,3.90947484347212,27,5
"732","Swindon",66.9784173014152,3.38116200558378,51.7554985337243,4.23659599299648,48,5
"733","Tameside",70.9558636077096,2.39149832550434,54.4597203985479,2.99654740185693,164,5
"734","Telford and Wrekin",61.6244330247279,2.57445253927448,46.0730213183043,3.22578903171092,61,5
"735","Thurrock",81.1182339502509,2.93438815225486,64.0990909090909,3.67678835477534,83,5
"736","Torbay",57.433804974441,2.79178869781963,55.4829198296612,3.498111238368,9,5
"737","Tower Hamlets",57.4460698698971,1.59906054895569,44.9712985798112,2.00362286784148,178,5
"738","Trafford",65.9398754198369,2.3922122913412,60.7587968635139,2.99744200105052,38,5
"739","Wakefield",54.4621090234785,3.31568478447051,43.236875369834,4.15455303494155,48,5
"740","Walsall",48.1137008259243,4.14982075791889,48.0262918899283,5.19972540967238,25,5
"741","Waltham Forest",58.3633118457133,1.79686806259596,45.0134065372829,2.25147568243273,146,5
"742","Wandsworth",47.741519825435,2.93909878376708,30.5233766233766,3.68269077606015,65,5
"743","Warrington",NA,0,NA,0,0,5
"744","Warwickshire",67.6761053590266,1.07080198599129,55.3532736693358,1.34171488844708,277,5
"745","West Berkshire",51.4722966002339,4.39316631884753,45.2251346959719,5.50463739751596,13,5
"746","West Sussex",55.2893128046897,1.13985343106485,35.9641596368567,1.42823634912425,300,5
"747","Westminster",56.3013118568369,4.01736938359821,38.8636363636364,5.03376383764856,37,5
"748","Wigan",80.2330027136147,2.57530338281743,62.5180828000647,3.22685513867024,106,5
"749","Wiltshire",64.8505285874842,1.95479636814224,51.3701048571152,2.44935984928223,136,5
"750","Windsor and Maidenhead",53.5297083466169,5.07013210921287,53.3297929367293,6.35287553284372,4,5
"751","Wirral",66.1541646077389,1.82933095191238,50.9937079626817,2.29215168274622,139,5
"752","Wokingham",132.04151503723,6.8278021721904,108.626178738284,8.55523612175457,2,5
"753","Wolverhampton",72.7393011766905,1.84886497801668,63.7421349533521,2.3166278174549,113,5
"754","Worcestershire",58.1242769975452,1.0609888094247,46.9475763494318,1.32941897820915,401,5
"755","York",68.6280239139132,5.24862568575988,55.4574519317545,6.57652798425713,18,5
